"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","V1"
"3707","ENSFALG00000013581",1.08712165633162e-13,0.681183611637159,0.326,0.183,3.26136496899485e-10,"13","ENSFALG00000013581"
"3708","ENSFALG00000013581",2.06844005599114e-32,2.02230920674589,0.428,0.176,6.20532016797342e-29,"9","ENSFALG00000013581"
"3709","ENSFALG00000013581",1.14244115344536e-33,0.874903379195977,0.527,0.17,3.42732346033607e-30,"8","ENSFALG00000013581"
"3710","ENSFALG00000013581",3.38849707726679e-34,2.35835308346073,0.435,0.174,1.01654912318004e-30,"6","ENSFALG00000013581"
"3711","ENSFALG00000013648",3.85204159568067e-05,0.517948706854328,0.382,0.228,0.11556124787042,"1","ENSFALG00000013648"
"3712","ENSFALG00000013648",1.56636053700219e-14,1.49473544808229,0.373,0.24,4.69908161100657e-11,"9","ENSFALG00000013648"
"3713","ENSFALG00000013648",9.3780576771907e-08,0.897277053627437,0.271,0.245,0.000281341730315721,"12","ENSFALG00000013648"
"3714","ENSFALG00000013660",8.7285608272555e-128,2.43690450976712,1,0.355,2.61856824817665e-124,"5","ENSFALG00000013660"
"3715","ENSFALG00000013660",2.51876957241897e-195,2.75736079445706,0.954,0.319,7.5563087172569e-192,"1","ENSFALG00000013660"
"3716","ENSFALG00000013662",4.15599639459526e-88,5.80665600716797,0.925,0.35,1.24679891837858e-84,"9","ENSFALG00000013662"
"3717","ENSFALG00000013662",2.82087425925232e-49,1.06416248486035,0.772,0.354,8.46262277775697e-46,"6","ENSFALG00000013662"
"3718","ENSFALG00000013682",2.37694809743474e-117,2.9572491653554,0.763,0.269,7.13084429230421e-114,"1","ENSFALG00000013682"
"3719","ENSFALG00000013682",9.41884792614483e-96,1.7016016302443,0.939,0.288,2.82565437784345e-92,"5","ENSFALG00000013682"
"3720","ENSFALG00000013815",1.93447706523051e-42,1.03647836923294,0.621,0.187,5.80343119569153e-39,"8","ENSFALG00000013815"
"3721","ENSFALG00000013815",2.48891381014486e-20,2.11451060255297,0.349,0.206,7.46674143043459e-17,"14","ENSFALG00000013815"
"3722","ENSFALG00000013815",8.95482484698112e-34,2.44509755287222,0.515,0.192,2.68644745409433e-30,"6","ENSFALG00000013815"
"3723","ENSFALG00000013815",2.12035310842066e-16,2.08055318684052,0.393,0.2,6.36105932526199e-13,"9","ENSFALG00000013815"
"3724","ENSFALG00000013881",1.09646618684114e-31,0.328626507157419,0.373,0.128,3.28939856052342e-28,"9","ENSFALG00000013881"
"3725","ENSFALG00000013881",2.5107822394188e-54,2.24873832135836,0.494,0.119,7.53234671825641e-51,"6","ENSFALG00000013881"
"3726","ENSFALG00000013881",9.39320689382422e-41,1.52581745859513,0.504,0.127,2.81796206814727e-37,"13","ENSFALG00000013881"
"3727","ENSFALG00000013882",3.45342753767598e-51,2.68252864664628,0.549,0.157,1.03602826130279e-47,"6","ENSFALG00000013882"
"3728","ENSFALG00000013882",2.25381086104548e-36,1.96277434262888,0.478,0.163,6.76143258313643e-33,"9","ENSFALG00000013882"
"3729","ENSFALG00000013882",4.18110900313743e-21,1.52884865843123,0.518,0.166,1.25433270094123e-17,"13","ENSFALG00000013882"
"3730","ENSFALG00000013882",1.55911574606168e-45,1.84210588346577,0.46,0.152,4.67734723818503e-42,"3","ENSFALG00000013882"
"3731","ENSFALG00000013927",1.02260811621438e-42,2.64554069305621,0.705,0.293,3.06782434864315e-39,"8","ENSFALG00000013927"
"3732","ENSFALG00000013927",3.91166042757148e-22,1.11949267524809,0.542,0.303,1.17349812827144e-18,"9","ENSFALG00000013927"
"3733","ENSFALG00000013927",7.11435797273691e-150,1.92276009699763,0.767,0.24,2.13430739182107e-146,"0","ENSFALG00000013927"
"3734","ENSFALG00000013975",9.35219299816422e-27,1.50543725605724,0.562,0.189,2.80565789944926e-23,"8","ENSFALG00000013975"
"3735","ENSFALG00000013975",5.40342181933773e-85,2.63932161921456,0.562,0.151,1.62102654580132e-81,"0","ENSFALG00000013975"
"3736","ENSFALG00000013975",5.5743982499582e-14,0.815149193548925,0.34,0.204,1.67231947498746e-10,"13","ENSFALG00000013975"
"3737","ENSFALG00000013980",5.44222549641341e-47,1.58957076875944,0.452,0.177,1.63266764892402e-43,"0","ENSFALG00000013980"
"3738","ENSFALG00000013980",7.62023810646329e-25,1.47653666219073,0.487,0.201,2.28607143193899e-21,"8","ENSFALG00000013980"
"3739","ENSFALG00000013980",7.26013125202451e-35,3.04156396453153,0.734,0.202,2.17803937560735e-31,"14","ENSFALG00000013980"
"3740","ENSFALG00000013987",1.30427581801228e-28,1.46104944068921,0.519,0.286,3.91282745403685e-25,"6","ENSFALG00000013987"
"3741","ENSFALG00000013987",1.3849520444766e-25,3.58276612368494,0.663,0.29,4.15485613342979e-22,"16","ENSFALG00000013987"
"3742","ENSFALG00000013987",0.0079469852793974,1.14452054238881,0.165,0.302,1,"14","ENSFALG00000013987"
"3743","ENSFALG00000013987",1.39271963384364e-50,3.2262891659386,0.766,0.276,4.17815890153093e-47,"9","ENSFALG00000013987"
"3744","ENSFALG00000013987",9.59474472123643e-06,0.75503330679966,0.284,0.299,0.0287842341637093,"13","ENSFALG00000013987"
"3745","ENSFALG00000014049",0.00597630590692558,0.500004101740012,0.433,0.42,1,"13","ENSFALG00000014049"
"3746","ENSFALG00000014049",0.00480145631006091,0.366945294975294,0.567,0.417,1,"16","ENSFALG00000014049"
"3747","ENSFALG00000014049",4.39359653466986e-162,2.25080330366617,0.88,0.346,1.31807896040096e-158,"0","ENSFALG00000014049"
"3748","ENSFALG00000014049",2.31036083645131e-07,1.36775959170918,0.583,0.417,0.000693108250935394,"15","ENSFALG00000014049"
"3749","ENSFALG00000014049",2.87353967251873e-76,1.17171360088998,0.812,0.382,8.62061901755618e-73,"2","ENSFALG00000014049"
"3750","ENSFALG00000014096",4.04620729613133e-124,6.38615776739478,0.957,0.224,1.2138621888394e-120,"7","ENSFALG00000014096"
"3751","ENSFALG00000014096",1.25935170870083e-96,1.08079279541814,1,0.228,3.7780551261025e-93,"10","ENSFALG00000014096"
"3752","ENSFALG00000014135",1.5065480346307e-53,2.29205683650444,0.768,0.205,4.51964410389211e-50,"8","ENSFALG00000014135"
"3753","ENSFALG00000014135",1.75052951515369e-12,2.41001688886701,0.398,0.23,5.25158854546108e-09,"15","ENSFALG00000014135"
"3754","ENSFALG00000014135",0.000237258453654892,0.344405345822612,0.269,0.233,0.711775360964676,"16","ENSFALG00000014135"
"3755","ENSFALG00000014275",3.12193574540448e-30,0.480409435002544,0.732,0.399,9.36580723621343e-27,"7","ENSFALG00000014275"
"3756","ENSFALG00000014275",1.43976867664419e-45,0.636847147784274,0.944,0.398,4.31930602993256e-42,"12","ENSFALG00000014275"
"3757","ENSFALG00000014275",1.05768538276414e-64,0.905911736204585,0.929,0.392,3.17305614829243e-61,"10","ENSFALG00000014275"
"3758","ENSFALG00000014275",9.89462144512146e-43,2.6841035522082,0.732,0.391,2.96838643353644e-39,"4","ENSFALG00000014275"
"3759","ENSFALG00000014381",1.24427300937398e-50,1.8604717598709,0.655,0.247,3.73281902812194e-47,"2","ENSFALG00000014381"
"3760","ENSFALG00000014381",1.65096644397083e-59,1.68365195183508,0.613,0.24,4.9528993319125e-56,"1","ENSFALG00000014381"
"3761","ENSFALG00000014381",1.0945302827055e-96,1.72389685432799,0.932,0.242,3.2835908481165e-93,"5","ENSFALG00000014381"
"3762","ENSFALG00000014393",1.52846544083125e-10,1.44213363183343,0.402,0.213,4.58539632249374e-07,"8","ENSFALG00000014393"
"3763","ENSFALG00000014393",1.69050691988034e-124,2.79515568850939,0.685,0.148,5.07152075964101e-121,"0","ENSFALG00000014393"
"3764","ENSFALG00000014393",1.47830425799405e-22,0.749384997722316,0.533,0.192,4.43491277398214e-19,"2","ENSFALG00000014393"
"3765","ENSFALG00000014409",3.3426893927619e-10,2.06060916999563,0.337,0.236,1.00280681782857e-06,"16","ENSFALG00000014409"
"3766","ENSFALG00000014409",9.21645433043768e-25,1.68257010551176,0.562,0.221,2.7649362991313e-21,"8","ENSFALG00000014409"
"3767","ENSFALG00000014409",6.43484794522284e-08,0.350050555797541,0.463,0.236,0.000193045438356685,"17","ENSFALG00000014409"
"3768","ENSFALG00000014409",0.0021380554609729,1.26009460739713,0.262,0.237,1,"6","ENSFALG00000014409"
"3769","ENSFALG00000014409",8.22434336723644e-12,0.719969729219923,0.35,0.228,2.46730301017093e-08,"2","ENSFALG00000014409"
"3770","ENSFALG00000014458",6.28497317851988e-45,4.39842856112235,0.827,0.162,1.88549195355596e-41,"16","ENSFALG00000014458"
"3771","ENSFALG00000014458",8.99070200504194e-52,2.147211755565,0.617,0.157,2.69721060151258e-48,"9","ENSFALG00000014458"
"3772","ENSFALG00000014458",1.92827132104628e-37,0.316265726415588,0.332,0.164,5.78481396313884e-34,"3","ENSFALG00000014458"
"3773","ENSFALG00000014493",1.184832179912e-43,1.83796081160431,0.791,0.269,3.554496539736e-40,"10","ENSFALG00000014493"
"3774","ENSFALG00000014493",1.65652009059491e-11,3.45284024717512,0.524,0.274,4.96956027178474e-08,"4","ENSFALG00000014493"
"3775","ENSFALG00000014493",1.16397869700598e-39,1.69772336711282,0.809,0.272,3.49193609101794e-36,"11","ENSFALG00000014493"
"3776","ENSFALG00000014493",6.00140207792689e-20,1.56934132566438,0.623,0.274,1.80042062337807e-16,"7","ENSFALG00000014493"
"3777","ENSFALG00000014505",5.46151457144527e-83,1.51126526427837,0.89,0.222,1.63845437143358e-79,"5","ENSFALG00000014505"
"3778","ENSFALG00000014505",4.34727491377084e-117,2.82802686416269,0.81,0.208,1.30418247413125e-113,"2","ENSFALG00000014505"
"3779","ENSFALG00000014505",8.45624974058235e-99,1.55424631401488,0.701,0.204,2.53687492217471e-95,"1","ENSFALG00000014505"
"3780","ENSFALG00000014556",7.28181890635849e-15,1.34193698239764,0.546,0.211,2.18454567190755e-11,"15","ENSFALG00000014556"
"3781","ENSFALG00000014556",4.83723668995579e-53,0.308654481052301,0.54,0.191,1.45117100698674e-49,"3","ENSFALG00000014556"
"3782","ENSFALG00000014556",9.03608016238069e-25,4.86301014202218,0.712,0.208,2.71082404871421e-21,"16","ENSFALG00000014556"
"3783","ENSFALG00000014719",2.78445153214586e-20,2.82454035027133,0.615,0.157,8.35335459643757e-17,"16","ENSFALG00000014719"
"3784","ENSFALG00000014719",6.22569345787282e-34,0.840993069467161,0.531,0.149,1.86770803736185e-30,"8","ENSFALG00000014719"
"3785","ENSFALG00000014719",2.1064134072352e-12,3.12806673643728,0.325,0.159,6.31924022170561e-09,"6","ENSFALG00000014719"
"3786","ENSFALG00000014723",3.33807408924185e-204,4.46322135297417,0.83,0.211,1.00142222677255e-200,"0","ENSFALG00000014723"
"3787","ENSFALG00000014760",2.07633775338606e-11,0.530061857172354,0.574,0.333,6.22901326015818e-08,"15","ENSFALG00000014760"
"3788","ENSFALG00000014760",1.76176528079688e-35,1.51402468431042,0.679,0.32,5.28529584239064e-32,"8","ENSFALG00000014760"
"3789","ENSFALG00000014760",4.22732674449574e-08,0.915856602351156,0.397,0.337,0.000126819802334872,"13","ENSFALG00000014760"
"3790","ENSFALG00000014760",4.89491533295433e-13,1.3547561782102,0.408,0.335,1.4684745998863e-09,"9","ENSFALG00000014760"
"3791","ENSFALG00000014760",1.10767103898823e-61,1.32283865361866,0.611,0.294,3.3230131169647e-58,"0","ENSFALG00000014760"
"3792","ENSFALG00000014760",2.25303547696398e-17,0.444490359386561,0.519,0.328,6.75910643089195e-14,"6","ENSFALG00000014760"
"3793","ENSFALG00000014760",3.76646916007586e-10,1.33587092023767,0.529,0.334,1.12994074802276e-06,"16","ENSFALG00000014760"
"3794","ENSFALG00000014851",7.75680124929263e-37,2.8493277909699,0.769,0.174,2.32704037478779e-33,"15","ENSFALG00000014851"
"3795","ENSFALG00000014851",6.03017149709273e-99,3.68072128595118,0.751,0.133,1.80905144912782e-95,"2","ENSFALG00000014851"
"3796","ENSFALG00000014853",3.71968391911886e-17,4.18433199914882,0.454,0.254,1.11590517573566e-13,"15","ENSFALG00000014853"
"3797","ENSFALG00000014853",1.90642134184538e-120,1.91806425356272,0.685,0.19,5.71926402553614e-117,"0","ENSFALG00000014853"
"3798","ENSFALG00000014853",2.14463212573657e-58,0.83876418504711,0.584,0.227,6.4338963772097e-55,"2","ENSFALG00000014853"
"3799","ENSFALG00000014873",2.05326030813547e-32,3.44312160136772,0.569,0.18,6.15978092440642e-29,"14","ENSFALG00000014873"
"3800","ENSFALG00000014873",1.43945394940094e-14,1.69818353346172,0.361,0.186,4.31836184820283e-11,"15","ENSFALG00000014873"
"3801","ENSFALG00000014873",1.37906039382054e-10,1.78252867165969,0.348,0.174,4.13718118146162e-07,"2","ENSFALG00000014873"
"3802","ENSFALG00000014879",4.82033688771369e-166,3.35338046359932,0.826,0.235,1.44610106631411e-162,"0","ENSFALG00000014879"
"3803","ENSFALG00000014879",5.96775637540179e-18,0.452914213294832,0.558,0.304,1.79032691262054e-14,"8","ENSFALG00000014879"
"3804","ENSFALG00000015005",1.2901981952674e-24,1.16006436036542,0.673,0.358,3.87059458580221e-21,"10","ENSFALG00000015005"
"3805","ENSFALG00000015005",1.51273351003303e-32,0.578115277488669,0.778,0.356,4.5382005300991e-29,"11","ENSFALG00000015005"
"3806","ENSFALG00000015005",6.13405149801324e-61,1.97738413858143,0.77,0.341,1.84021544940397e-57,"4","ENSFALG00000015005"
"3807","ENSFALG00000015005",1.55680813342927e-69,2.68338493390582,0.972,0.352,4.67042440028782e-66,"12","ENSFALG00000015005"
"3808","ENSFALG00000015235",1.49692773796604e-13,0.593796753955924,0.316,0.209,4.49078321389811e-10,"6","ENSFALG00000015235"
"3809","ENSFALG00000015235",2.15642821921999e-14,3.11297602525643,0.442,0.209,6.46928465765998e-11,"16","ENSFALG00000015235"
"3810","ENSFALG00000015311",3.50649987866053e-33,2.97563881438317,0.447,0.178,1.05194996359816e-29,"6","ENSFALG00000015311"
"3811","ENSFALG00000015311",1.34911086044346e-09,0.808472097082435,0.284,0.189,4.04733258133038e-06,"13","ENSFALG00000015311"
"3812","ENSFALG00000015311",1.03795940668597e-09,0.970286196575696,0.348,0.185,3.11387822005791e-06,"9","ENSFALG00000015311"
"3813","ENSFALG00000015311",1.90255810954023e-07,0.961091505651973,0.473,0.177,0.000570767432862068,"8","ENSFALG00000015311"
"3814","ENSFALG00000015329",2.72613587664946e-58,1.39759725949389,0.92,0.312,8.17840762994838e-55,"11","ENSFALG00000015329"
"3815","ENSFALG00000015329",4.00405668437407e-39,0.305575703049157,0.568,0.303,1.20121700531222e-35,"1","ENSFALG00000015329"
"3816","ENSFALG00000015329",3.32594170568271e-78,3.63376677731119,0.908,0.307,9.97782511704813e-75,"10","ENSFALG00000015329"
"3817","ENSFALG00000015329",6.18232827068698e-48,1.55476283270718,0.917,0.315,1.85469848120609e-44,"12","ENSFALG00000015329"
"3818","ENSFALG00000015329",8.86004584867123e-27,0.506149454115266,0.543,0.318,2.65801375460137e-23,"4","ENSFALG00000015329"
"3819","ENSFALG00000015904",1.81072985185738e-88,0.75784359263315,0.959,0.236,5.43218955557215e-85,"10","ENSFALG00000015904"
"3820","ENSFALG00000015904",8.27778890673519e-136,6.98793129248466,0.996,0.228,2.48333667202056e-132,"7","ENSFALG00000015904"
"3821","ENSFALG00000016074",6.69752336205186e-54,1.44285726440186,0.87,0.304,2.00925700861556e-50,"11","ENSFALG00000016074"
"3822","ENSFALG00000016074",4.11759822505323e-72,2.63559379545091,0.893,0.298,1.23527946751597e-68,"10","ENSFALG00000016074"
"3823","ENSFALG00000016074",1.8933893157285e-69,4.19334225106832,0.818,0.297,5.68016794718551e-66,"7","ENSFALG00000016074"
"3824","ENSFALG00000016231",3.76361406061386e-22,4.49336576458775,0.833,0.423,1.12908421818416e-18,"15","ENSFALG00000016231"
"3825","ENSFALG00000016231",6.95486492528483e-35,0.474723934058849,0.726,0.407,2.08645947758545e-31,"3","ENSFALG00000016231"
"3826","ENSFALG00000016231",4.08917540378097e-13,0.367463309629284,0.528,0.42,1.22675262113429e-09,"1","ENSFALG00000016231"
"3827","ENSFALG00000016231",3.66476676357548e-16,0.679527834124623,0.759,0.422,1.09943002907264e-12,"13","ENSFALG00000016231"
"3828","ENSFALG00000016233",8.04244659627785e-35,4.03942759970149,0.917,0.421,2.41273397888335e-31,"15","ENSFALG00000016233"
"3829","ENSFALG00000016233",2.30194193160172e-68,0.434077718317182,0.856,0.395,6.90582579480516e-65,"3","ENSFALG00000016233"
"3830","ENSFALG00000016233",6.48564923361486e-33,0.930295579286322,0.908,0.417,1.94569477008446e-29,"13","ENSFALG00000016233"
"3831","ENSFALG00000016233",2.6216488991833e-30,1.6763954627973,0.927,0.42,7.86494669754989e-27,"14","ENSFALG00000016233"
"3832","ENSFALG00000016233",1.24619495057858e-27,1.37268675453204,0.923,0.421,3.73858485173573e-24,"16","ENSFALG00000016233"
"3833","ENSFALG00000016233",2.83722784892387e-27,0.543824955443735,0.786,0.416,8.51168354677161e-24,"9","ENSFALG00000016233"
"3834","ENSFALG00000016299",0.00888095580027413,2.55055699438415,0.366,0.113,1,"1","ENSFALG00000016299"
"3835","ENSFALG00000016299",2.12513915119521e-37,1.2869229961215,0.686,0.108,6.37541745358564e-34,"5","ENSFALG00000016299"
"3836","ENSFALG00000016306",4.13365493942263e-12,1.89783520699756,0.481,0.348,1.24009648182679e-08,"15","ENSFALG00000016306"
"3837","ENSFALG00000016306",1.02052649306851e-172,4.78612780011097,0.975,0.29,3.06157947920552e-169,"2","ENSFALG00000016306"
"3838","ENSFALG00000016327",1.16209520854504e-112,2.09231519466742,0.985,0.282,3.48628562563511e-109,"5","ENSFALG00000016327"
"3839","ENSFALG00000016327",3.82491035923006e-130,2.29252808122731,0.842,0.255,1.14747310776902e-126,"1","ENSFALG00000016327"
"3840","ENSFALG00000016327",1.10038892000543e-99,1.89233685549537,0.858,0.272,3.3011667600163e-96,"2","ENSFALG00000016327"
"3841","ENSFALG00000016368",9.33084854379983e-66,7.82755680625946,0.917,0.047,2.79925456313995e-62,"15","ENSFALG00000016368"
"3842","ENSFALG00000016368",7.3504218951135e-17,2.29777015686402,0.523,0.056,2.20512656853405e-13,"14","ENSFALG00000016368"
"3843","ENSFALG00000016375",2.66007626506697e-22,1.64691857469992,0.577,0.207,7.9802287952009e-19,"16","ENSFALG00000016375"
"3844","ENSFALG00000016375",5.38635116504659e-29,0.901021639834671,0.428,0.181,1.61590534951398e-25,"0","ENSFALG00000016375"
"3845","ENSFALG00000016375",7.61922039887953e-33,1.44335384604976,0.607,0.194,2.28576611966386e-29,"8","ENSFALG00000016375"
"3846","ENSFALG00000016543",1.21838827117993e-12,1.69727369626165,0.431,0.247,3.65516481353978e-09,"2","ENSFALG00000016543"
"3847","ENSFALG00000016543",1.44135501416633e-34,0.528001843530558,0.457,0.232,4.324065042499e-31,"0","ENSFALG00000016543"
"3848","ENSFALG00000016565",2.74656886356289e-106,1.22180173547376,0.996,0.319,8.23970659068868e-103,"5","ENSFALG00000016565"
"3849","ENSFALG00000016565",1.95737302304906e-125,2.81501343291885,0.891,0.308,5.87211906914718e-122,"2","ENSFALG00000016565"
"3850","ENSFALG00000016565",3.05807375511855e-146,1.09930162560419,0.936,0.283,9.17422126535566e-143,"1","ENSFALG00000016565"
"3851","ENSFALG00000016565",1.22621502015896e-17,3.22347387882216,0.602,0.354,3.67864506047689e-14,"15","ENSFALG00000016565"
"3852","ENSFALG00000016612",7.7422177201932e-21,1.92413982417522,0.63,0.228,2.32266531605796e-17,"15","ENSFALG00000016612"
"3853","ENSFALG00000016612",2.85766365353005e-24,0.689916653967315,0.554,0.22,8.57299096059014e-21,"8","ENSFALG00000016612"
"3854","ENSFALG00000016612",4.09685259497229e-38,2.84674394342866,0.498,0.223,1.22905577849169e-34,"6","ENSFALG00000016612"
"3855","ENSFALG00000016612",8.07866593400474e-33,0.622004728760428,0.552,0.222,2.42359978020142e-29,"9","ENSFALG00000016612"
"3856","ENSFALG00000016706",1.89799508858181e-23,1.65697119081744,0.716,0.252,5.69398526574544e-20,"11","ENSFALG00000016706"
"3857","ENSFALG00000016706",4.96260543860533e-55,2.04966933367646,0.889,0.248,1.4887816315816e-51,"12","ENSFALG00000016706"
"3858","ENSFALG00000016706",1.32742471544984e-24,1.81204319756823,0.467,0.254,3.98227414634952e-21,"4","ENSFALG00000016706"
"3859","ENSFALG00000016706",3.26896355934139e-17,0.527908931454692,0.502,0.256,9.80689067802418e-14,"7","ENSFALG00000016706"
"3860","ENSFALG00000016706",6.58243525637553e-23,1.86404212944977,0.643,0.251,1.97473057691266e-19,"10","ENSFALG00000016706"
"3861","ENSFALG00000016728",3.12316727841605e-29,1.68093979586703,0.671,0.344,9.36950183524814e-26,"7","ENSFALG00000016728"
"3862","ENSFALG00000016728",6.01162505636686e-36,0.899789748907102,0.75,0.343,1.80348751691006e-32,"10","ENSFALG00000016728"
"3863","ENSFALG00000016728",2.26837022473543e-24,1.12918406687662,0.606,0.342,6.80511067420629e-21,"4","ENSFALG00000016728"
"3864","ENSFALG00000016728",1.58891899323886e-43,1.74795638806203,0.846,0.342,4.76675697971657e-40,"11","ENSFALG00000016728"
"3865","ENSFALG00000016728",2.4526040305454e-31,1.18675961398753,0.826,0.345,7.35781209163619e-28,"12","ENSFALG00000016728"
"3866","ENSFALG00000016734",4.89798484677912e-38,6.37029864816997,0.734,0.175,1.46939545403374e-34,"14","ENSFALG00000016734"
"3867","ENSFALG00000016734",1.63075302291268e-36,0.328049987598885,0.713,0.176,4.89225906873805e-33,"15","ENSFALG00000016734"
